Temperatura,TDS,Turbidez,PH,Clase,,Condición,Clase
25.75,321.34,391.8,10.69,1,,,
25.75,321.38,379.5,10.69,1,,,
25.81,321.38,385.95,10.69,1,,,
25.81,321.38,392.1,10.69,1,,,
25.81,321.34,391.5,10.69,1,,,
25.75,320.99,391.2,10.69,1,,,
25.75,321.38,391.65,10.69,1,,,
25.75,321.48,391.5,10.69,1,,,
25.75,321.33,391.2,10.69,1,,,
25.75,321.38,391.65,10.69,1,,,
25.75,321.42,381.75,10.69,1,,,
25.81,321.47,391.8,10.69,1,,,
25.75,321.47,391.05,10.69,1,,,
25.75,321.48,391.35,10.69,1,,,
25.81,321.51,391.2,10.69,1,,,
25.81,322.5,391.95,10.69,1,,,
25.75,322.18,391.35,10.69,1,,,
25.75,322.26,391.35,10.69,1,,,
25.75,322.29,391.5,10.69,1,,,
25.75,322.17,391.95,10.69,1,,,
25.75,322.21,391.5,10.69,1,,,
25.75,322.16,389.7,10.69,1,,,
25.75,322.14,392.25,10.69,1,,,
25.75,322.16,391.2,10.69,1,,,
25.75,322.21,391.5,10.69,1,,,
25.75,322.67,392.1,10.69,1,,,
25.75,322.46,392.1,10.69,1,,,
25.75,322.45,392.1,10.69,1,,,
25.75,322.45,391.2,10.69,1,,,
25.75,322.45,375,10.69,1,,,
25.75,322.47,392.4,10.69,1,,,
25.75,322.37,391.2,10.69,1,,,
25.75,322.39,391.5,10.69,1,,,
25.75,322.26,391.35,10.69,1,,,
25.81,322.25,391.35,10.69,1,,,
25.75,322.76,392.25,10.69,1,,,
25.75,322.14,391.5,10.68,1,,,
25.75,322.08,391.5,10.68,1,,,
25.75,322.07,379.65,10.69,1,,,
25.75,322.02,397.5,10.69,1,,,
25.75,322.02,391.2,10.69,1,,,
25.75,322.01,392.1,10.69,1,,,
25.75,321.98,387.75,10.68,1,,,
25.75,321.89,391.2,10.68,1,,,
25.75,321.82,391.95,10.68,1,,,
25.75,320.7,391.95,10.68,1,,,
25.75,320.57,391.65,10.68,1,,,
25.75,320.56,391.8,10.67,1,,,
25.69,321.33,391.2,10.67,1,,,
25.75,321.3,391.35,10.67,1,,,
25.69,321.3,391.35,10.67,1,,,
25.75,321.29,391.2,10.67,1,,,
25.75,321.27,391.05,10.67,1,,,
25.75,321.12,392.1,10.68,1,,,
25.75,321.1,391.2,10.68,1,,,
25.75,320.94,392.1,10.67,1,,,
25.75,320.85,390.75,10.67,1,,,
25.81,320.84,393.3,10.67,1,,,
25.75,319.21,396.9,10.67,1,,,
25.75,317.15,391.8,10.67,1,,,
25.75,317.13,391.35,10.67,1,,,
25.75,317.2,391.2,10.67,1,,,
25.75,317.17,390.9,10.67,1,,,
25.69,317.08,391.35,10.68,1,,,
25.81,317.07,391.35,10.68,1,,,
25.75,316.91,391.2,10.68,1,,,
25.75,316.97,391.2,10.68,1,,,
25.81,317,385.8,10.68,1,,,
25.75,317.05,387.6,10.67,1,,,
25.75,317.04,391.8,10.67,1,,,
25.75,317,391.2,10.67,1,,,
25.75,316.87,391.2,10.67,1,,,
25.75,316.75,391.2,10.68,1,,,
25.75,316.78,391.5,10.68,1,,,
25.75,316.93,389.85,10.69,1,,,
25.75,317.23,391.35,10.69,1,,,
25.75,316.07,391.95,10.69,1,,,
25.75,316.06,390.9,10.69,1,,,
25.75,315.27,390.9,10.69,1,,,
25.75,315.53,391.35,10.69,1,,,
25.75,315.53,390.9,10.69,1,,,
25.75,315.63,391.2,10.69,1,,,
25.75,315.63,392.25,10.69,1,,,
25.75,315.97,391.95,10.69,1,,,
25.75,315.96,390.3,10.7,1,,,
25.75,315.91,391.8,10.7,1,,,
25.75,317.43,391.5,10.7,1,,,
25.75,316.63,391.8,10.7,1,,,
25.75,318.22,391.8,10.7,1,,,
25.81,320.27,391.2,10.7,1,,,
25.75,320.3,391.2,10.7,1,,,
25.81,320.3,391.2,10.7,1,,,
25.81,321.74,392.1,10.7,1,,,
25.81,321.94,391.2,10.7,1,,,
25.75,321.96,391.5,10.7,1,,,
25.75,321.92,393.9,10.7,1,,,
25.75,321.93,401.7,10.7,1,,,
25.75,321.89,391.2,10.7,1,,,
25.75,321.87,391.2,10.7,1,,,
25.81,321.77,391.65,10.7,1,,,
25.75,321.72,391.2,10.7,1,,,
25.75,321.76,391.65,10.7,1,,,
25.75,322.42,391.95,10.7,1,,,
25.75,322.65,391.35,10.69,1,,,
25.75,322.51,391.95,10.69,1,,,
25.75,322.34,391.2,10.69,1,,,
25.75,323.49,391.05,10.7,1,,,
25.75,323.53,391.2,10.7,1,,,
25.75,323.52,392.1,10.7,1,,,
25.81,323.53,392.25,10.7,1,,,
25.81,323.51,391.65,10.7,1,,,
25.75,323.41,391.2,10.71,1,,,
25.75,323.63,391.35,10.71,1,,,
25.75,323.42,391.95,10.7,1,,,
25.75,323.33,385.65,10.7,1,,,
25.75,323.4,391.65,10.7,1,,,
25.75,322,391.95,10.7,1,,,
25.75,322.75,391.65,10.7,1,,,
25.75,322.82,391.35,10.69,1,,,
25.75,322.78,391.35,10.69,1,,,
25.75,321.69,395.25,10.69,1,,,
25.75,320.63,391.05,10.69,1,,,
25.75,319.19,391.65,10.7,1,,,
25.75,319.18,392.25,10.7,1,,,
25.75,319.24,391.5,10.69,1,,,
25.75,319.31,391.35,10.69,1,,,
25.75,319.3,391.35,10.69,1,,,
25.81,319.38,391.2,10.69,1,,,
25.75,319.4,391.2,10.69,1,,,
25.81,319.51,391.35,10.69,1,,,
25.75,320.36,391.35,10.69,1,,,
25.81,321.11,391.95,10.69,1,,,
25.81,321.76,391.5,10.69,1,,,
25.75,321.53,389.7,10.69,1,,,
25.81,321.63,391.95,10.69,1,,,
25.81,321.63,379.05,10.69,1,,,
25.75,321.66,391.8,10.69,1,,,
25.75,321.64,391.8,10.69,1,,,
25.75,321.63,391.65,10.69,1,,,
25.81,321.64,391.35,10.69,1,,,
25.75,321.62,391.8,10.69,1,,,
25.75,321.62,391.35,10.69,1,,,
25.75,321.35,391.35,10.69,1,,,
25.75,321.31,391.2,10.69,1,,,
25.81,321.38,392.1,10.69,1,,,
25.75,321.35,391.35,10.69,1,,,
25.75,321.34,400.8,10.69,1,,,
25.75,321.34,391.2,10.68,1,,,
25.75,320.45,391.8,10.68,1,,,
25.75,320.45,391.5,10.68,1,,,
25.75,321.51,391.8,10.68,1,,,
25.75,322.34,392.25,10.68,1,,,
25.75,322.3,390.9,10.67,1,,,
25.75,322.31,392.1,10.68,1,,,
25.81,322.24,391.35,10.68,1,,,
25.75,322.2,391.5,10.68,1,,,
25.75,322.14,391.5,10.68,1,,,
25.81,322.1,391.2,10.68,1,,,
25.81,322.03,391.5,10.69,1,,,
25.75,322.15,391.5,10.68,1,,,
25.75,321.34,391.2,10.68,1,,,
25.75,320.64,391.5,10.68,1,,,
25.81,319.42,391.65,10.68,1,,,
25.81,320.13,391.5,10.68,1,,,
25.81,320.06,404.7,10.68,1,,,
25.75,320.03,393.6,10.68,1,,,
25.81,320.06,391.2,10.68,1,,,
25.81,320.08,391.2,10.67,1,,,
25.81,320.06,391.05,10.68,1,,,
25.75,320.09,408.45,10.69,1,,,
25.81,319.29,391.2,10.69,1,,,
25.81,319.32,391.95,10.69,1,,,
25.75,319.43,391.8,10.69,1,,,
25.81,319.4,391.5,10.69,1,,,
25.75,319.57,391.35,10.69,1,,,
25.75,319.54,391.65,10.69,1,,,
25.81,319.5,392.1,10.69,1,,,
25.81,319.55,391.35,10.69,1,,,
25.81,321.66,391.05,10.69,1,,,
25.75,321.67,391.5,10.69,1,,,
25.75,321.61,391.65,10.69,1,,,
25.75,321.8,391.65,10.69,1,,,
25.75,321.75,391.8,10.7,1,,,
25.75,321.82,391.35,10.69,1,,,
25.81,321.83,391.2,10.69,1,,,
25.75,321.84,391.35,10.7,1,,,
25.81,321.89,392.1,10.7,1,,,
25.81,321.94,391.5,10.7,1,,,
25.81,321.58,405.45,10.7,1,,,
25.81,321.32,391.65,10.7,1,,,
25.81,321.32,391.5,10.7,1,,,
25.75,321.27,391.2,10.7,1,,,
25.81,321.28,391.8,10.7,1,,,
25.75,320.62,385.95,10.7,1,,,
25.75,320.65,385.65,10.7,1,,,
25.75,320.65,391.35,10.7,1,,,
25.81,320.56,391.2,10.7,1,,,
25.75,319.48,392.25,10.69,1,,,
25.75,319.56,391.05,10.69,1,,,
25.81,319.45,391.2,10.7,1,,,
25.75,320.36,391.2,10.7,1,,,
25.81,320.4,391.35,10.7,1,,,
25.75,320.31,391.05,10.7,1,,,
25.75,320.38,392.25,10.7,1,,,
25.75,320.24,391.35,10.69,1,,,
25.75,320.29,392.7,10.7,1,,,
25.75,320.4,391.5,10.69,1,,,
25.81,321.4,392.1,10.69,1,,,
25.75,321.08,391.2,10.69,1,,,
25.81,321.06,391.2,10.69,1,,,
25.75,321.13,391.65,10.69,1,,,
25.81,321.08,392.1,10.69,1,,,
25.81,321.23,391.2,10.69,1,,,
25.81,321.08,412.8,10.69,1,,,
25.81,321.1,391.2,10.68,1,,,
25.81,321.1,391.65,10.68,1,,,
25.81,321.62,391.2,10.68,1,,,
25.81,321.61,391.2,10.68,1,,,
25.81,322.09,391.05,10.69,1,,,
25.81,322.27,391.8,10.68,1,,,
25.81,322.29,391.2,10.68,1,,,
25.81,322.38,391.2,10.68,1,,,
25.81,322.4,391.2,10.68,1,,,
25.81,322.33,390.45,10.68,1,,,
25.81,322.28,391.35,10.69,1,,,
25.75,322.28,391.2,10.68,1,,,
25.75,319.78,391.05,10.68,1,,,
25.81,322.03,391.5,10.68,1,,,
25.75,321.99,394.35,10.68,1,,,
25.75,321.87,395.85,10.68,1,,,
25.75,322.49,380.7,10.68,1,,,
25.81,322.41,392.1,10.68,1,,,
25.75,322.44,393.75,10.68,1,,,
25.75,322.48,391.2,10.68,1,,,
25.81,322.39,391.8,10.68,1,,,
25.81,321.53,391.35,10.68,1,,,
25.81,321.47,390.9,10.68,1,,,
25.75,320.47,391.35,10.68,1,,,
25.81,319.5,391.5,10.68,1,,,
25.81,319.17,391.65,10.68,1,,,
25.81,319.37,387.45,10.68,1,,,
25.81,319.41,386.7,10.68,1,,,
25.81,319.36,397.5,10.68,1,,,
25.81,319.47,391.35,10.68,1,,,
25.75,319.52,391.35,10.68,1,,,
25.75,319.55,391.2,10.68,1,,,
25.81,319.04,391.2,10.68,1,,,
25.81,319.04,391.65,10.69,1,,,
25.81,318.98,381.6,10.69,1,,,
25.81,319,391.5,10.69,1,,,
25.81,319.01,382.65,10.69,1,,,
25.75,318.99,391.2,10.69,1,,,
25.75,318.97,391.35,10.69,1,,,
25.81,319,391.5,10.69,1,,,
25.75,319.04,390.9,10.69,1,,,
25.81,319.04,391.95,10.69,1,,,
25.75,321.53,391.95,10.69,1,,,
25.75,320.27,392.25,10.69,1,,,
25.75,318.92,391.05,10.69,1,,,
25.75,319.17,391.2,10.69,1,,,
25.75,318.44,394.05,10.69,1,,,
25.81,318.45,391.2,10.69,1,,,
25.81,318.48,391.2,10.69,1,,,
25.81,318.45,391.65,10.69,1,,,
25.81,318.97,391.5,10.69,1,,,
25.75,319.99,391.05,10.68,1,,,
25.81,319.94,391.5,10.69,1,,,
25.75,320.82,391.2,10.69,1,,,
25.75,320.73,391.2,10.69,1,,,
25.75,321.1,390.9,10.69,1,,,
25.75,320.89,391.2,10.69,1,,,
25.75,320.87,391.2,10.69,1,,,
25.75,320.87,391.65,10.69,1,,,
25.69,320.84,388.65,10.69,1,,,
25.75,320.85,391.35,10.69,1,,,
25.75,321.17,391.95,10.69,1,,,
25.75,321.17,391.2,10.69,1,,,
25.75,321.17,400.05,10.69,1,,,
25.75,322.14,391.2,10.69,1,,,
25.81,322.06,392.85,10.69,1,,,
25.81,322.04,391.2,10.69,1,,,
25.75,322.05,391.35,10.69,1,,,
25.75,322.07,391.05,10.69,1,,,
25.75,322.08,390.75,10.69,1,,,
25.75,322.01,391.5,10.69,1,,,
25.75,322.01,391.2,10.68,1,,,
25.75,322.04,391.65,10.68,1,,,
25.75,322.07,391.35,10.68,1,,,
25.81,323.44,367.95,10.68,1,,,
25.75,323.37,391.2,10.68,1,,,
25.75,323.34,391.2,10.69,1,,,
25.75,323.39,391.5,10.69,1,,,
25.75,323.41,411.15,10.69,1,,,
25.81,323.45,391.2,10.69,1,,,
25.75,323.28,391.8,10.69,1,,,
25.75,323.08,391.5,10.69,1,,,
25.75,323.02,391.65,10.69,1,,,
25.81,322.18,410.4,10.69,1,,,
25.75,322.31,391.5,10.69,1,,,
25.81,322.28,383.85,10.69,1,,,
25.75,322.28,383.4,10.69,1,,,
25.75,322.13,410.55,10.69,1,,,
25.75,322.09,391.2,10.69,1,,,
25.75,322.14,391.65,10.7,1,,,
25.81,322.09,391.5,10.7,1,,,
25.75,320.86,391.95,10.7,1,,,
25.75,321.66,383.25,10.69,1,,,
25.75,321.64,391.35,10.69,1,,,
25.75,320.68,392.25,10.69,1,,,
25.75,320.65,391.65,10.7,1,,,
25.81,320.76,391.2,10.7,1,,,
25.81,320.74,391.2,10.7,1,,,
25.81,320.75,391.8,10.7,1,,,
25.81,320.75,391.65,10.69,1,,,
25.81,320.81,391.2,10.69,1,,,
25.75,321.65,392.25,10.7,1,,,
25.75,321.67,392.55,10.7,1,,,
25.75,321.69,399.75,10.7,1,,,
25.75,321.71,391.65,10.7,1,,,
25.75,321.67,388.35,10.7,1,,,
25.75,321.8,408.9,10.7,1,,,
25.75,321.83,385.05,10.7,1,,,
25.75,321.71,391.35,10.7,1,,,
25.75,321.99,392.85,10.71,1,,,
25.75,321.92,391.8,10.71,1,,,
25.75,322.34,391.2,10.71,1,,,
25.75,322.43,390.9,10.71,1,,,
25.75,322.34,391.95,10.71,1,,,
25.75,322.32,391.2,10.71,1,,,
25.81,322.37,392.1,10.71,1,,,
25.81,322.64,391.05,10.71,1,,,
25.81,322.9,391.65,10.71,1,,,
25.75,324.01,391.2,10.71,1,,,
25.75,323.97,391.8,10.71,1,,,
25.75,323.92,392.1,10.71,1,,,
25.75,324.46,391.35,10.71,1,,,
25.75,323.65,391.95,10.71,1,,,
25.75,323.66,391.35,10.71,1,,,
25.81,323.65,391.5,10.71,1,,,
25.75,323.67,389.1,10.71,1,,,
25.75,322.86,393.15,10.71,1,,,
25.75,322.77,391.35,10.71,1,,,
25.75,322.64,392.85,10.71,1,,,
25.81,322.58,391.65,10.7,1,,,
25.75,322.56,391.95,10.7,1,,,
25.81,321.71,372.75,10.7,1,,,
25.75,321.7,391.35,10.7,1,,,
25.75,321.25,391.2,10.71,1,,,
25.81,321.15,391.35,10.7,1,,,
25.75,321.21,391.2,10.7,1,,,
25.75,321.15,391.8,10.69,1,,,
25.75,321.14,391.5,10.7,1,,,
25.75,321.11,391.65,10.7,1,,,
25.75,320.77,391.95,10.71,1,,,
25.75,320.58,391.05,10.7,1,,,
25.75,320.17,391.95,10.7,1,,,
25.75,320.19,391.65,10.7,1,,,
25.75,320.27,393.6,10.7,1,,,
25.75,320.31,391.65,10.7,1,,,
25.81,319.72,392.1,10.7,1,,,
25.75,318.44,391.2,10.7,1,,,
25.75,318.37,391.2,10.7,1,,,
25.75,317.04,391.95,10.7,1,,,
25.75,317.05,391.95,10.7,1,,,
25.75,317.05,391.2,10.7,1,,,
25.75,317.44,392.25,10.7,1,,,
25.81,317.45,391.2,10.7,1,,,
25.75,317.42,393.45,10.7,1,,,
25.75,316.12,379.2,10.7,1,,,
25.81,316.17,391.5,10.7,1,,,
25.81,316.92,391.95,10.7,1,,,
25.75,316.97,391.35,10.7,1,,,
25.81,317.07,391.35,10.7,1,,,
25.75,317.11,378.15,10.7,1,,,
25.75,317.11,391.2,10.7,1,,,
25.81,317.04,387.45,10.7,1,,,
25.81,316.94,391.65,10.7,1,,,
25.81,317.41,390.9,10.7,1,,,
25.75,317.47,378.45,10.7,1,,,
25.75,317.44,391.5,10.69,1,,,
25.75,317.43,391.65,10.69,1,,,
25.75,317.4,392.1,10.69,1,,,
25.81,317.48,391.8,10.69,1,,,
25.75,317.42,400.8,10.69,1,,,
25.75,317.35,390.9,10.69,1,,,
25.75,317.37,391.2,10.7,1,,,
25.75,317.41,392.55,10.69,1,,,
25.75,317.72,392.55,10.69,1,,,
25.75,317.75,391.5,10.7,1,,,
25.75,318.16,391.2,10.7,1,,,
25.75,319.18,392.1,10.7,1,,,
25.75,319.14,392.25,10.7,1,,,
25.75,319.33,392.1,10.7,1,,,
25.75,319.27,391.95,10.7,1,,,
25.75,319.38,391.35,10.7,1,,,
25.81,319.33,391.5,10.7,1,,,
25.75,319.24,391.65,10.7,1,,,
25.75,318.95,392.25,10.7,1,,,
25.81,320.46,391.65,10.69,1,,,
25.75,320.43,391.2,10.69,1,,,
25.75,320.39,392.1,10.69,1,,,
25.75,320.39,391.35,10.69,1,,,
25.81,320.47,391.95,10.69,1,,,
25.81,320.52,391.35,10.69,1,,,
25.75,320.4,391.95,10.69,1,,,
25.75,320.5,391.2,10.69,1,,,
25.75,319.87,401.25,10.69,1,,,
25.75,319.88,391.95,10.69,1,,,
25.75,319.97,391.95,10.68,1,,,
25.75,320,391.95,10.68,1,,,
25.75,319.31,391.2,10.68,1,,,
25.75,319.35,392.1,10.68,1,,,
25.75,319.39,392.55,10.68,1,,,
25.75,319.42,391.2,10.68,1,,,
25.75,319.16,378,10.68,1,,,
25.75,319.15,395.25,10.69,1,,,
25.75,319.01,391.2,10.69,1,,,
25.69,318.72,391.5,10.69,1,,,
25.75,318.65,391.2,10.69,1,,,
25.75,318.26,391.2,10.69,1,,,
25.75,318.23,392.55,10.69,1,,,
25.75,318.21,391.35,10.69,1,,,
25.75,318.23,391.65,10.69,1,,,
25.75,318.23,392.85,10.69,1,,,
25.75,318.18,391.35,10.68,1,,,
25.75,317.76,391.35,10.68,1,,,
25.75,317.81,391.8,10.69,1,,,
25.75,318.17,391.5,10.68,1,,,
25.75,317.86,391.2,10.68,1,,,
25.75,317.81,391.2,10.68,1,,,
25.75,317.86,390.75,10.68,1,,,
25.81,317.79,393.15,10.68,1,,,
25.75,317.79,391.05,10.67,1,,,
25.75,317.79,391.8,10.67,1,,,
25.75,317.94,391.2,10.67,1,,,
25.81,317.86,391.2,10.67,1,,,
25.75,318.18,391.65,10.68,1,,,
25.75,318.14,391.35,10.68,1,,,
25.75,318,391.65,10.68,1,,,
25.75,317.9,391.2,10.68,1,,,
25.75,318.52,377.25,10.68,1,,,
25.75,318.44,391.95,10.68,1,,,
25.75,318.43,391.5,10.68,1,,,
25.75,318.38,408.45,10.68,1,,,
25.75,318.32,386.4,10.68,1,,,
25.75,318.34,391.95,10.68,1,,,
25.75,318.46,403.65,10.68,1,,,
25.75,318.49,391.2,10.67,1,,,
25.75,318.65,392.85,10.67,1,,,
25.75,318.29,393.15,10.68,1,,,
25.75,318.33,391.2,10.68,1,,,
25.75,318.43,391.95,10.68,1,,,
25.75,318.49,391.2,10.68,1,,,
25.81,318.53,390.9,10.68,1,,,
25.81,318.71,391.2,10.68,1,,,
25.81,319.14,391.2,10.68,1,,,
25.75,319.2,392.1,10.68,1,,,
25.81,319.16,391.65,10.68,1,,,
25.75,319.24,391.2,10.68,1,,,
25.75,319.33,394.65,10.68,1,,,
25.75,319.28,391.05,10.68,1,,,
25.75,319.33,391.5,10.68,1,,,
25.75,319.28,404.7,10.68,1,,,
25.75,319.28,376.65,10.68,1,,,
25.75,319.24,393.15,10.69,1,,,
25.81,318.18,391.2,10.69,1,,,
25.75,318.56,391.2,10.69,1,,,
25.75,318.38,391.95,10.69,1,,,
25.75,318.37,407.55,10.69,1,,,
25.75,318.47,391.5,10.69,1,,,
25.75,318.6,391.2,10.69,1,,,
25.75,318.59,397.35,10.69,1,,,
25.75,318.62,391.05,10.69,1,,,
25.75,318.76,391.35,10.69,1,,,
25.75,319.32,391.65,10.7,1,,,
25.75,319.28,391.5,10.7,1,,,
25.75,319.32,391.5,10.7,1,,,
25.75,319.28,391.2,10.69,1,,,
25.75,319.07,391.2,10.69,1,,,
25.75,320.04,391.35,10.69,1,,,
25.75,320.02,391.95,10.69,1,,,
25.75,320.08,390.9,10.69,1,,,
25.75,320.3,390.45,10.69,1,,,
25.81,320.32,391.5,10.69,1,,,
25.75,318.76,391.95,10.69,1,,,
25.75,318.71,393.15,10.69,1,,,
25.75,318.61,391.2,10.69,1,,,
25.75,318.6,391.5,10.69,1,,,
25.75,318.61,391.2,10.69,1,,,
25.75,318.54,391.35,10.69,1,,,
25.75,318.57,390.3,10.69,1,,,
25.75,318.65,400.95,10.69,1,,,
25.75,317.65,403.8,10.69,1,,,
25.75,317.62,391.65,10.69,1,,,
25.75,317.61,391.95,10.69,1,,,
25.75,318.66,391.95,10.69,1,,,
25.81,318.72,391.2,10.69,1,,,
25.75,318.92,396,10.69,1,,,
25.75,318.98,391.35,10.69,1,,,
25.75,319.01,392.7,10.69,1,,,
25.81,318.95,391.8,10.68,1,,,
25.81,318.46,391.35,10.69,1,,,
25.75,318.38,391.65,10.69,1,,,
25.81,318.98,391.5,10.69,1,,,
25.81,318.77,391.5,10.68,1,,,
25.75,318.8,391.65,10.68,1,,,
25.75,318.8,379.5,10.68,1,,,
25.81,318.81,391.5,10.68,1,,,
25.81,318.92,396.75,10.68,1,,,
25.75,318.9,382.35,10.68,1,,,
25.81,318.89,390.9,10.68,1,,,
25.75,318.78,391.65,10.68,1,,,
25.75,318.55,392.1,10.69,1,,,
25.81,318.51,391.65,10.68,1,,,
25.75,319.91,391.35,10.68,1,,,
25.75,319.88,391.65,10.68,1,,,
25.81,319.89,390.15,10.68,1,,,
25.75,320.23,390.15,10.68,1,,,
25.81,320.27,391.35,10.68,1,,,
25.75,320.32,391.5,10.68,1,,,
25.75,320.32,391.2,10.68,1,,,
25.75,320.23,391.5,10.69,1,,,
25.75,321.19,392.55,10.69,1,,,
25.75,321.15,392.25,10.69,1,,,
25.75,321.17,391.35,10.68,1,,,
25.75,321.3,385.95,10.69,1,,,
25.81,321.32,404.7,10.69,1,,,
25.81,320.06,395.7,10.69,1,,,
25.75,320,391.2,10.68,1,,,
25.75,320.04,377.25,10.68,1,,,
25.81,320.01,391.2,10.68,1,,,
25.81,319.24,391.2,10.68,1,,,
25.81,319.31,391.2,10.68,1,,,
25.75,318.6,392.1,10.68,1,,,
25.75,318.35,392.1,10.68,1,,,
25.75,318.21,392.55,10.68,1,,,
25.75,318.1,405.45,10.68,1,,,
25.75,318.01,391.65,10.68,1,,,
25.75,317.97,391.65,10.68,1,,,
25.81,317.92,391.65,10.68,1,,,
25.75,317.92,391.5,10.68,1,,,
25.81,317.85,390.9,10.67,1,,,
25.75,317.84,391.2,10.67,1,,,
25.75,317.86,392.55,10.67,1,,,
25.81,317.84,383.7,10.67,1,,,
25.75,317.91,381.15,10.67,1,,,
25.75,318.01,391.05,10.67,1,,,
25.75,317.7,392.25,10.67,1,,,
25.75,317.68,391.2,10.67,1,,,
25.75,317.67,391.2,10.66,1,,,
25.75,317.64,391.35,10.67,1,,,
25.75,317.6,391.95,10.67,1,,,
25.75,317.59,391.2,10.66,1,,,
25.75,317.56,395.25,10.67,1,,,
25.81,317.56,400.95,10.67,1,,,
25.75,317.55,391.35,10.67,1,,,
25.75,317.55,391.2,10.67,1,,,
25.75,318.81,391.65,10.67,1,,,
25.81,318.87,391.2,10.67,1,,,
25.75,318.77,391.65,10.67,1,,,
25.75,318.07,391.5,10.67,1,,,
25.75,319.27,392.25,10.67,1,,,
25.75,319.23,390.15,10.67,1,,,
25.75,319.28,391.35,10.67,1,,,
25.75,321.34,391.5,10.67,1,,,
25.75,321.91,391.2,10.67,1,,,
25.75,322.02,391.5,10.67,1,,,
25.75,322.08,397.8,10.67,1,,,
25.75,321.77,391.2,10.67,1,,,
25.75,321.78,392.4,10.68,1,,,
25.75,321.82,390.9,10.68,1,,,
25.75,321.88,391.2,10.68,1,,,
25.75,321.82,391.35,10.68,1,,,
25.75,321.82,405,10.68,1,,,
25.81,321.8,383.85,10.68,1,,,
25.81,321.79,391.2,10.68,1,,,
25.75,321.69,392.25,10.68,1,,,
25.75,321.67,391.65,10.68,1,,,
25.75,321.6,390.75,10.68,1,,,
25.75,321.84,391.2,10.68,1,,,
25.75,321.92,391.2,10.68,1,,,
25.81,321.92,391.2,10.68,1,,,
25.81,321.95,391.2,10.68,1,,,
25.81,322.02,391.2,10.68,1,,,
25.75,322.08,397.8,10.68,1,,,
25.75,322.02,391.5,10.69,1,,,
25.81,321.93,391.2,10.69,1,,,
25.81,321.95,391.5,10.69,1,,,
25.81,321.94,391.2,10.69,1,,,
25.81,322.15,391.2,10.7,1,,,
25.75,324.12,391.2,10.7,1,,,
25.81,324.19,391.2,10.69,1,,,
25.81,324.17,392.1,10.7,1,,,
25.75,324.12,391.2,10.7,1,,,
25.81,323.07,391.2,10.7,1,,,
25.81,322.65,391.5,10.7,1,,,
25.81,322.6,392.1,10.7,1,,,
25.81,322.58,391.5,10.7,1,,,
25.81,321.75,391.65,10.71,1,,,
25.81,321.71,391.2,10.71,1,,,
25.75,321.67,391.35,10.7,1,,,
25.81,321.76,379.95,10.71,1,,,
25.75,321.84,392.1,10.71,1,,,
25.75,321.81,391.2,10.71,1,,,
25.75,321.93,391.2,10.71,1,,,
25.81,321.89,391.2,10.71,1,,,
25.75,321.94,391.35,10.71,1,,,
25.81,322.1,391.05,10.71,1,,,
25.81,321.5,391.35,10.71,1,,,
25.75,320.97,391.2,10.71,1,,,
25.81,319.8,391.2,10.71,1,,,
25.75,319.9,391.95,10.71,1,,,
25.81,319.94,381.75,10.7,1,,,
25.81,319.97,391.65,10.7,1,,,
25.75,319.93,390.45,10.7,1,,,
25.75,319.95,391.8,10.7,1,,,
25.75,320,391.2,10.7,1,,,
25.75,319.95,391.65,10.71,1,,,
25.75,321.24,391.2,10.7,1,,,
25.75,321.03,391.35,10.7,1,,,
25.81,320.15,406.35,10.7,1,,,
25.81,321.81,395.85,10.7,1,,,
25.75,321.8,393.75,10.7,1,,,
25.75,321.84,391.2,10.7,1,,,
25.81,321.08,391.65,10.7,1,,,
25.81,321.1,391.5,10.7,1,,,
25.81,320.67,391.2,10.7,1,,,
25.81,319.71,391.65,10.7,1,,,
25.81,320.83,391.5,10.7,1,,,
25.81,320.74,391.5,10.7,1,,,
25.81,320.82,391.2,10.7,1,,,
25.81,320.8,391.2,10.7,1,,,
25.81,320.79,396.45,10.7,1,,,
25.81,320.82,391.5,10.7,1,,,
25.81,320.72,391.2,10.69,1,,,
25.81,320.77,391.2,10.7,1,,,
25.75,320.33,391.8,10.69,1,,,
25.81,319.69,391.2,10.69,1,,,
25.75,319.77,392.1,10.69,1,,,
25.81,320.08,391.2,10.69,1,,,
25.81,321.12,391.35,10.69,1,,,
25.81,321.16,391.95,10.69,1,,,
25.75,321.14,390.3,10.69,1,,,
25.75,320.98,391.95,10.69,1,,,
25.75,321,391.2,10.68,1,,,
25.75,321.01,391.95,10.69,1,,,
25.75,322.08,391.35,10.69,1,,,
25.75,323.28,391.8,10.69,1,,,
25.75,321.57,391.5,10.69,1,,,
25.81,321.63,391.2,10.69,1,,,
25.81,321.34,391.05,10.69,1,,,
25.75,319.72,391.2,10.69,1,,,
25.81,319.8,391.2,10.7,1,,,
25.81,319.8,391.95,10.7,1,,,
25.81,319.82,391.95,10.7,1,,,
25.81,319.86,390.75,10.7,1,,,
25.81,318.56,392.25,10.7,1,,,
25.81,318.72,391.2,10.7,1,,,
25.81,318.71,392.1,10.7,1,,,
25.81,318.87,377.7,10.7,1,,,
25.81,318.82,409.65,10.7,1,,,
25.81,318.82,388.35,10.7,1,,,
25.81,318.82,392.1,10.7,1,,,
25.81,318.84,391.5,10.71,1,,,
25.81,318.86,391.2,10.7,1,,,
25.81,318.56,391.2,10.7,1,,,
