Temperatura,TDS,Turbidez,PH,Clase,,Condición,Clase
24.56,91.44,3.9,6.84,0,,,
24.56,91.47,5.1,6.84,0,,,
24.56,91.55,4.5,6.84,0,,,
24.56,91.68,3.95,6.84,0,,,
24.56,91.68,3.9,6.84,0,,,
24.56,91.73,4,6.84,0,,,
24.56,91.82,4,6.84,0,,,
24.56,92.25,3.9,6.84,0,,,
24.56,92.06,3.55,6.84,0,,,
24.56,92.11,3.65,6.84,0,,,
24.56,92.04,4.35,6.85,0,,,
24.56,92.14,4,6.85,0,,,
24.62,92.15,4,6.84,0,,,
24.62,92.14,3.95,6.84,0,,,
24.62,92.16,4,6.84,0,,,
24.56,91.6,3.85,6.84,0,,,
24.56,91.4,4,6.84,0,,,
24.56,91.4,4,6.84,0,,,
24.62,91.41,4,6.84,0,,,
24.62,91.47,3.8,6.85,0,,,
24.62,91.37,0.65,6.85,0,,,
24.62,91.31,3.95,6.85,0,,,
24.62,92.12,3.85,6.85,0,,,
24.62,92.23,4,6.85,0,,,
24.62,92.28,4,6.84,0,,,
24.56,92.29,4,6.84,0,,,
24.56,92.51,3.85,6.85,0,,,
24.62,92.73,3.9,6.84,0,,,
24.62,93.37,4.1,6.84,0,,,
24.62,93.66,2.65,6.84,0,,,
24.62,93.61,4.05,6.84,0,,,
24.62,93.67,3.75,6.84,0,,,
24.62,93.66,3.8,6.84,0,,,
24.62,93.62,3.7,6.84,0,,,
24.56,93.67,3.95,6.84,0,,,
24.56,93.59,6.8,6.84,0,,,
24.56,93.56,4,6.85,0,,,
24.56,92.86,3.9,6.85,0,,,
24.56,93.51,3.8,6.85,0,,,
24.56,93.5,4,6.85,0,,,
24.56,93.53,4,6.85,0,,,
24.62,93.36,3.85,6.85,0,,,
24.56,93.38,3.75,6.85,0,,,
24.56,93.43,4,6.85,0,,,
24.56,93.42,7.75,6.85,0,,,
24.56,93.51,1.65,6.85,0,,,
24.56,92.66,0,6.85,0,,,
24.56,92.65,4,6.85,0,,,
24.56,92.58,3.45,6.85,0,,,
24.62,92.64,3.9,6.85,0,,,
24.62,92.67,3.75,6.85,0,,,
24.56,92.8,4,6.84,0,,,
24.56,92.06,3.85,6.85,0,,,
24.62,91.13,3.8,6.85,0,,,
24.56,91.61,3.85,6.85,0,,,
24.56,91.97,0,6.85,0,,,
24.56,92.03,4,6.85,0,,,
24.56,91.76,3.9,6.85,0,,,
24.62,91.2,3.75,6.85,0,,,
24.56,90.94,3.8,6.85,0,,,
24.56,90.95,3.75,6.85,0,,,
24.62,90.74,4.55,6.85,0,,,
24.56,90.75,3.5,6.85,0,,,
24.56,91.23,4,6.85,0,,,
24.56,90.22,4,6.85,0,,,
24.62,90.35,3.9,6.85,0,,,
24.56,90.25,3.55,6.85,0,,,
24.62,90.38,3.9,6.85,0,,,
24.62,89.93,3.45,6.85,0,,,
24.62,90.02,3.65,6.85,0,,,
24.62,89.97,0.75,6.85,0,,,
24.62,90.44,3.85,6.85,0,,,
24.62,90.46,2.8,6.85,0,,,
24.62,90.45,4,6.85,0,,,
24.62,92.68,3.8,6.85,0,,,
24.62,92.65,4,6.85,0,,,
24.62,93.54,3.85,6.85,0,,,
24.62,93.55,3.85,6.85,0,,,
24.62,93.69,4.6,6.85,0,,,
24.56,93.7,5.9,6.85,0,,,
24.62,93.82,3.75,6.85,0,,,
24.56,94.68,1.75,6.85,0,,,
24.62,94.69,4,6.85,0,,,
24.62,95.61,4,6.85,0,,,
24.62,95.18,3.95,6.85,0,,,
24.62,94.86,3.4,6.85,0,,,
24.56,94.64,4.2,6.85,0,,,
24.56,94.6,4.85,6.85,0,,,
24.62,94.98,3.05,6.85,0,,,
24.62,94.5,3.9,6.85,0,,,
24.56,94.43,4.7,6.85,0,,,
24.62,94.59,3.95,6.85,0,,,
24.62,94.55,4,6.85,0,,,
24.62,94.02,4,6.85,0,,,
24.62,95.05,3.75,6.85,0,,,
24.62,95.02,4,6.85,0,,,
24.62,95.16,0.8,6.85,0,,,
24.62,95.11,4.7,6.85,0,,,
24.62,96.8,5.5,6.85,0,,,
24.56,96.76,3.55,6.85,0,,,
24.62,96.76,4,6.85,0,,,
24.62,96.42,2.75,6.84,0,,,
24.62,96.39,3.75,6.85,0,,,
24.62,96.44,3.9,6.84,0,,,
24.56,94.38,3.05,6.84,0,,,
24.62,94.35,4,6.85,0,,,
24.62,94.44,3.95,6.84,0,,,
24.62,92.53,3.9,6.85,0,,,
24.56,92.55,3.85,6.85,0,,,
24.56,92.56,4,6.85,0,,,
24.62,92.49,3.7,6.85,0,,,
24.62,91.66,3.4,6.85,0,,,
24.62,91.71,3.55,6.84,0,,,
24.62,91.69,3.75,6.84,0,,,
24.62,91.65,3.75,6.84,0,,,
24.62,90.95,3.85,6.84,0,,,
24.62,91.6,3.7,6.84,0,,,
24.62,91.75,4,6.84,0,,,
24.62,91.45,3.75,6.84,0,,,
24.62,91.88,3.75,6.84,0,,,
24.62,92.03,3.9,6.84,0,,,
24.62,92.11,4,6.84,0,,,
24.62,92.21,2.2,6.84,0,,,
24.56,93.2,3.65,6.84,0,,,
24.62,93.16,3.3,6.84,0,,,
24.62,93.32,4,6.84,0,,,
24.62,93.31,3.85,6.84,0,,,
24.62,92.52,3.95,6.84,0,,,
24.62,90.74,3.7,6.84,0,,,
24.56,90.75,3.75,6.84,0,,,
24.62,90.89,3.85,6.84,0,,,
24.62,91.12,7.85,6.84,0,,,
24.62,91.01,3.7,6.84,0,,,
24.62,90.99,3.9,6.84,0,,,
24.56,90.85,3.85,6.85,0,,,
24.56,90.93,3.6,6.85,0,,,
24.62,91.05,3.95,6.84,0,,,
24.56,93.04,3.8,6.85,0,,,
24.62,93.08,3.7,6.85,0,,,
24.56,93.12,4,6.85,0,,,
24.62,93.34,5.8,6.85,0,,,
24.62,93.46,3.75,6.85,0,,,
24.62,93.13,3.95,6.85,0,,,
24.62,93.14,4.1,6.85,0,,,
24.56,93.12,3.95,6.85,0,,,
24.62,93.54,4,6.85,0,,,
24.62,93.18,3.7,6.85,0,,,
24.62,93.16,3.75,6.85,0,,,
24.56,92.93,7.15,6.85,0,,,
24.62,93.11,1.5,6.85,0,,,
24.62,93.16,3.55,6.85,0,,,
24.62,93.12,3.9,6.85,0,,,
24.56,93.06,4,6.85,0,,,
24.62,92.19,4,6.85,0,,,
24.62,92.23,3.85,6.85,0,,,
24.62,91.91,3.2,6.85,0,,,
24.62,91.97,3.95,6.85,0,,,
24.56,92.86,3.85,6.85,0,,,
24.56,92.33,3.9,6.85,0,,,
24.56,90.82,3.8,6.85,0,,,
24.62,ppm,NTU,,0,,,
24.62,90.57,4.3,6.85,0,,,
24.62,90.9,4,6.85,0,,,
24.56,91,3.65,6.84,0,,,
24.62,91.11,3.75,6.84,0,,,
24.62,90.9,2.4,6.84,0,,,
24.62,90.75,3.45,6.84,0,,,
24.56,90.71,3.85,6.84,0,,,
24.62,90.04,3.8,6.84,0,,,
24.62,90.07,3.45,6.84,0,,,
24.62,89.93,4,6.84,0,,,
24.62,89.84,3.95,6.84,0,,,
24.56,90.11,3.7,6.84,0,,,
24.62,90.14,3.9,6.84,0,,,
24.62,90.37,3.9,6.84,0,,,
24.62,90.52,3.65,6.84,0,,,
24.56,90.48,3.95,6.84,0,,,
24.62,90.53,4,6.84,0,,,
24.62,91.18,3.95,6.84,0,,,
24.62,91.11,3.9,6.84,0,,,
24.62,91.06,3.85,6.84,0,,,
24.62,91.05,2.75,6.84,0,,,
24.62,91.11,3,6.84,0,,,
24.62,92.22,2.2,6.84,0,,,
24.62,91.93,3.85,6.84,0,,,
24.62,90.38,3.8,6.84,0,,,
24.62,90.36,4,6.84,0,,,
24.62,90.31,4,6.84,0,,,
24.62,90.89,3.75,6.84,0,,,
24.56,92.47,3.7,6.84,0,,,
24.62,92.5,5.65,6.84,0,,,
24.62,92.21,3.55,6.84,0,,,
24.56,92.05,3.75,6.84,0,,,
24.62,91.98,3.75,6.84,0,,,
24.62,91.91,3.75,6.84,0,,,
24.62,92.11,3.85,6.84,0,,,
24.62,92.12,3.45,6.84,0,,,
24.62,92.15,4,6.84,0,,,
24.62,92.8,9,6.84,0,,,
24.62,92.78,3.45,6.84,0,,,
24.62,92.74,4,6.85,0,,,
24.62,92.71,3.8,6.84,0,,,
24.69,92.71,3.9,6.84,0,,,
24.62,92.69,3.7,6.84,0,,,
24.56,92.47,3.85,6.85,0,,,
24.62,92.64,3.9,6.85,0,,,
24.62,92.67,3.5,6.85,0,,,
24.62,92.46,4,6.85,0,,,
24.62,92.03,4,6.85,0,,,
24.56,93.46,3.9,6.85,0,,,
24.56,91.8,4.1,6.85,0,,,
24.62,92.02,3.2,6.85,0,,,
24.62,91.95,3.75,6.86,0,,,
24.62,90.81,3.95,6.86,0,,,
24.62,91.11,3.85,6.86,0,,,
24.62,92.84,3.95,6.85,0,,,
24.62,92.87,3.95,6.85,0,,,
24.62,93.12,0.35,6.85,0,,,
24.62,93.05,2.95,6.85,0,,,
24.56,93.04,4,6.85,0,,,
24.62,92.89,4,6.85,0,,,
24.56,93.18,4,6.85,0,,,
24.62,93.2,3.5,6.85,0,,,
24.62,93.68,3.65,6.85,0,,,
24.62,93.72,3.9,6.85,0,,,
24.62,93.67,3.2,6.85,0,,,
24.62,93.72,3.95,6.85,0,,,
24.62,95.05,4,6.85,0,,,
24.56,95.02,3.55,6.85,0,,,
24.62,95,4.9,6.85,0,,,
24.62,95.02,3.9,6.85,0,,,
24.62,95.04,3.7,6.85,0,,,
24.62,95.12,3.9,6.85,0,,,
24.62,95.13,2.4,6.85,0,,,
24.62,95.2,3.85,6.85,0,,,
24.62,95.26,4,6.85,0,,,
24.62,95.48,4,6.85,0,,,
24.62,95.7,3.75,6.85,0,,,
24.62,96.03,3.85,6.85,0,,,
24.62,94.26,3.85,6.85,0,,,
24.62,95.81,4,6.84,0,,,
24.62,95.67,4,6.85,0,,,
24.62,95.73,3.55,6.85,0,,,
24.62,95.74,0.15,6.85,0,,,
24.62,95.81,4.1,6.85,0,,,
24.62,95.92,3.85,6.85,0,,,
24.62,95.86,3.75,6.85,0,,,
24.62,95.63,2.15,6.85,0,,,
24.62,95.64,3.5,6.85,0,,,
24.56,95.8,3.35,6.84,0,,,
24.62,96.05,3.6,6.84,0,,,
24.62,96.02,3.95,6.84,0,,,
24.56,96.49,4,6.83,0,,,
24.62,96.04,3.55,6.83,0,,,
24.62,96.01,3.55,6.84,0,,,
24.62,96.02,4,6.83,0,,,
24.62,95.97,3.85,6.84,0,,,
24.62,94.66,4,6.83,0,,,
24.56,94.65,3.65,6.84,0,,,
24.62,94.81,3.8,6.84,0,,,
24.62,94.86,1.1,6.84,0,,,
24.62,95.17,4.75,6.83,0,,,
24.56,94.44,4,6.83,0,,,
24.62,94.41,3.65,6.84,0,,,
24.56,94.43,4.55,6.84,0,,,
24.62,94.21,3.65,6.84,0,,,
24.62,93.23,4,6.84,0,,,
24.56,93.2,3.8,6.84,0,,,
24.56,92.83,3.75,6.83,0,,,
24.62,93.16,7.55,6.84,0,,,
24.62,93.47,3.75,6.83,0,,,
24.62,93.42,3.9,6.83,0,,,
24.62,93.37,2.85,6.83,0,,,
24.56,93.38,2.65,6.83,0,,,
24.56,93.38,3.95,6.83,0,,,
24.62,93.3,3.95,6.83,0,,,
24.62,93.31,4,6.83,0,,,
24.56,93.3,3.75,6.83,0,,,
24.56,93.37,3.7,6.83,0,,,
24.62,91.64,3.75,6.83,0,,,
24.62,91.54,4,6.83,0,,,
24.62,91.53,3.7,6.84,0,,,
24.62,91.06,3.75,6.83,0,,,
24.62,91.17,3.7,6.83,0,,,
24.56,91.26,4,6.83,0,,,
24.62,91.34,3.55,6.83,0,,,
24.62,91.26,4,6.83,0,,,
24.62,92.24,4.2,6.83,0,,,
24.62,92.26,3.8,6.83,0,,,
24.62,92.19,3.85,6.84,0,,,
24.62,92.16,3.7,6.83,0,,,
24.62,91.84,3.9,6.84,0,,,
24.62,92.54,3.75,6.83,0,,,
24.56,92.54,4,6.83,0,,,
24.56,92.54,4,6.84,0,,,
24.62,92.7,3.8,6.83,0,,,
24.62,93.86,3.55,6.83,0,,,
24.56,93.86,4.5,6.84,0,,,
24.62,93.86,4,6.84,0,,,
24.62,93.84,4,6.84,0,,,
24.62,93.68,4,6.84,0,,,
24.62,93.72,3.95,6.84,0,,,
24.56,93.84,4,6.84,0,,,
24.62,93.88,4,6.84,0,,,
24.56,94.01,3.95,6.84,0,,,
24.62,94.05,3.8,6.84,0,,,
24.62,94.06,4,6.84,0,,,
24.62,94.06,7.35,6.84,0,,,
24.62,94.04,3.9,6.84,0,,,
24.56,95.65,3.85,6.83,0,,,
24.62,95.8,3.75,6.84,0,,,
24.62,95.83,3.65,6.84,0,,,
24.62,95.82,4.35,6.84,0,,,
24.62,96.15,3.8,6.84,0,,,
24.62,96.15,4,6.84,0,,,
24.56,96.06,3.7,6.84,0,,,
24.62,96.13,3.55,6.85,0,,,
24.62,95.14,3.6,6.85,0,,,
24.56,94.78,4,6.85,0,,,
24.62,94.75,3.3,6.85,0,,,
24.62,94.73,3.65,6.85,0,,,
24.62,94.77,4,6.85,0,,,
24.62,94.59,3.75,6.85,0,,,
24.62,94.76,3.95,6.85,0,,,
24.62,94.73,3.5,6.85,0,,,
24.62,94.5,7.8,6.85,0,,,
24.62,93.35,4,6.85,0,,,
24.62,93.34,3.95,6.85,0,,,
24.62,93.38,5.4,6.85,0,,,
24.62,93.4,8.3,6.85,0,,,
24.62,93.45,3.85,6.85,0,,,
24.62,93.42,3.95,6.85,0,,,
24.62,93.39,3.9,6.85,0,,,
24.62,93.33,3.75,6.85,0,,,
24.62,93.17,3.85,6.85,0,,,
24.62,93.28,3.7,6.86,0,,,
24.62,93.34,3.85,6.85,0,,,
24.62,93.31,3.2,6.85,0,,,
24.62,93.37,2.4,6.85,0,,,
24.62,93.26,3.55,6.85,0,,,
24.62,93.16,3.8,6.85,0,,,
24.62,93.35,4,6.84,0,,,
24.62,93.4,3.8,6.84,0,,,
24.62,94.16,3.9,6.85,0,,,
24.62,94.42,3.4,6.85,0,,,
24.62,94.51,3.75,6.85,0,,,
24.62,94.9,1.9,6.84,0,,,
24.62,94.71,4,6.84,0,,,
24.56,95.12,3.5,6.85,0,,,
24.62,95.04,3.75,6.85,0,,,
24.62,95.05,3.7,6.85,0,,,
24.62,95,3.85,6.85,0,,,
24.62,94.96,4,6.85,0,,,
24.56,94.67,4,6.85,0,,,
24.62,94.85,4,6.85,0,,,
24.62,95.09,3.9,6.85,0,,,
24.56,95.87,3.9,6.84,0,,,
24.62,95.15,3.75,6.84,0,,,
24.62,95.16,4,6.84,0,,,
24.62,95.18,2.1,6.84,0,,,
24.56,95.2,4,6.84,0,,,
24.62,95.31,3.7,6.84,0,,,
24.62,95.2,3.9,6.84,0,,,
24.62,95.13,3.95,6.84,0,,,
24.62,95.14,0,6.84,0,,,
24.62,95.05,3.5,6.84,0,,,
24.62,95.03,3.25,6.84,0,,,
24.56,95.04,5.6,6.84,0,,,
24.62,95,2.95,6.84,0,,,
24.62,95.07,3.75,6.84,0,,,
24.62,94.36,4,6.84,0,,,
24.62,94.15,3.05,6.83,0,,,
24.62,94.15,3.95,6.83,0,,,
24.62,92.97,3.95,6.84,0,,,
24.62,92.76,3.35,6.83,0,,,
24.62,92.74,3.8,6.83,0,,,
24.62,92.4,3.85,6.83,0,,,
24.62,92.52,3.7,6.84,0,,,
24.62,91.63,3.85,6.84,0,,,
24.62,91.52,3.8,6.84,0,,,
24.62,91.53,4,6.84,0,,,
24.62,91.56,3.55,6.84,0,,,
24.62,91.81,4,6.84,0,,,
24.62,90.09,3.5,6.84,0,,,
24.62,89.93,3.85,6.84,0,,,
24.62,90.08,3.7,6.83,0,,,
24.62,90.07,4,6.84,0,,,
24.62,90.81,4.05,6.84,0,,,
24.62,90.84,3.75,6.83,0,,,
24.62,90.88,4,6.83,0,,,
24.62,90.82,5.75,6.83,0,,,
24.62,90.72,3.85,6.83,0,,,
24.62,91.08,3.7,6.83,0,,,
24.56,91.16,3.8,6.83,0,,,
24.56,91.35,3.95,6.83,0,,,
24.62,90.03,3.7,6.83,0,,,
24.62,88.26,3.3,6.83,0,,,
24.62,88.29,3.75,6.83,0,,,
24.62,88.28,6.1,6.83,0,,,
24.56,88.33,3.7,6.83,0,,,
24.62,89.09,3.75,6.83,0,,,
24.62,88.95,2.6,6.83,0,,,
24.56,88.91,1.9,6.82,0,,,
24.56,88.99,6,6.82,0,,,
24.62,89.87,3.75,6.82,0,,,
24.62,90.19,4,6.82,0,,,
24.56,90.16,3.8,6.82,0,,,
24.56,90.24,4,6.82,0,,,
24.62,91.13,3.7,6.82,0,,,
24.56,91.29,3.75,6.82,0,,,
24.62,91.32,4,6.83,0,,,
24.62,91.29,1.4,6.83,0,,,
24.62,91.22,3.75,6.83,0,,,
24.62,93.08,4,6.83,0,,,
24.62,93.13,3.55,6.83,0,,,
24.62,93.01,3.75,6.83,0,,,
24.62,93.11,3.85,6.83,0,,,
24.62,92.98,3.7,6.83,0,,,
24.62,92.98,1.7,6.83,0,,,
24.56,92.9,4,6.82,0,,,
24.62,92.96,3.95,6.82,0,,,
24.56,93.05,3.85,6.82,0,,,
24.62,93.72,4,6.82,0,,,
24.56,93.69,3.95,6.82,0,,,
24.62,93.14,3.8,6.82,0,,,
24.62,94.49,3.45,6.82,0,,,
24.62,96.25,3.8,6.82,0,,,
24.62,96.29,4.55,6.82,0,,,
24.62,96.28,0.9,6.82,0,,,
24.62,95.96,3.6,6.82,0,,,
24.62,95.95,3.4,6.82,0,,,
24.62,96.11,4,6.82,0,,,
24.62,96.17,3.45,6.82,0,,,
24.62,96.14,3.8,6.82,0,,,
24.62,95.68,4,6.82,0,,,
24.62,94.69,3.65,6.82,0,,,
24.56,94.73,8.6,6.82,0,,,
24.62,94.68,3.65,6.82,0,,,
24.62,94.64,3.35,6.82,0,,,
24.62,94.68,3.2,6.82,0,,,
24.56,94.74,4,6.82,0,,,
24.62,94.78,4,6.82,0,,,
24.62,94.91,5.15,6.82,0,,,
24.62,95,3.55,6.82,0,,,
24.62,95.08,3.35,6.82,0,,,
24.62,95.2,3.55,6.82,0,,,
24.62,95.2,4.1,6.82,0,,,
24.62,95.32,4,6.82,0,,,
24.62,95.32,3.95,6.82,0,,,
24.62,95.35,3.75,6.82,0,,,
24.62,94.69,4,6.82,0,,,
24.62,94.42,3.9,6.82,0,,,
24.62,93.47,3.55,6.82,0,,,
24.62,93.53,4,6.81,0,,,
24.62,93.9,7.8,6.81,0,,,
24.56,93.93,3.4,6.81,0,,,
24.62,92.18,4.2,6.81,0,,,
24.62,92.12,3.9,6.81,0,,,
24.62,91.94,3.8,6.81,0,,,
24.62,92.32,1.9,6.82,0,,,
24.62,92.08,4,6.82,0,,,
24.62,92.12,1.05,6.82,0,,,
24.62,92.08,3.95,6.82,0,,,
24.62,91.94,3.9,6.82,0,,,
24.62,91.45,3.75,6.82,0,,,
24.69,92.24,3.75,6.82,0,,,
24.62,92.28,3.65,6.82,0,,,
24.69,92.37,2.9,6.82,0,,,
24.62,91.87,3.9,6.82,0,,,
24.62,91.85,3.95,6.82,0,,,
24.62,91.73,4,6.82,0,,,
24.62,91.73,4,6.82,0,,,
24.62,91.7,4.3,6.82,0,,,
24.62,91.72,3.75,6.83,0,,,
24.62,91.59,5.75,6.82,0,,,
24.62,91.5,3.8,6.82,0,,,
24.62,91.36,3.55,6.82,0,,,
24.62,91.45,3.95,6.82,0,,,
24.62,91.45,3.55,6.82,0,,,
24.62,91.48,4,6.82,0,,,
24.62,92.07,3.9,6.82,0,,,
24.62,92.27,4,6.82,0,,,
24.69,92.29,4.1,6.82,0,,,
24.62,92.29,3.25,6.82,0,,,
24.62,92.07,5.15,6.82,0,,,
24.62,92.78,3.35,6.81,0,,,
24.69,94.58,2.5,6.82,0,,,
24.62,94.58,3.9,6.82,0,,,
24.62,94.75,3.95,6.82,0,,,
24.62,94.67,3.9,6.82,0,,,
24.69,94.84,4,6.82,0,,,
24.62,94.86,3.8,6.82,0,,,
24.62,94.89,3.85,6.82,0,,,
24.62,94.63,3.9,6.82,0,,,
24.62,94.75,1.75,6.82,0,,,
24.62,94.68,0,6.82,0,,,
24.69,94.57,3.9,6.82,0,,,
24.69,94.54,4,6.82,0,,,
24.62,95.06,3.7,6.82,0,,,
24.62,95.07,4.05,6.82,0,,,
24.69,95.11,2.35,6.82,0,,,
24.69,95.1,3.05,6.82,0,,,
24.62,95.59,3.2,6.82,0,,,
24.62,95.62,3.55,6.82,0,,,
24.69,95.31,3.85,6.81,0,,,
24.62,95.29,3.9,6.81,0,,,
24.62,95.37,0.15,6.82,0,,,
24.62,95.39,4,6.82,0,,,
24.62,95.43,3.9,6.82,0,,,
24.62,95.43,4,6.81,0,,,
24.62,95.48,1.3,6.81,0,,,
24.62,95.61,0,6.8,0,,,
24.62,95.72,4,6.8,0,,,
24.62,95.86,3.7,6.8,0,,,
24.62,96.08,3.95,6.8,0,,,
24.62,95.17,3.95,6.8,0,,,
24.69,95.15,3.5,6.81,0,,,
24.69,95.21,4,6.81,0,,,
24.62,95.31,3.45,6.81,0,,,
24.69,94.9,2.4,6.81,0,,,
24.69,94.91,3.8,6.81,0,,,
24.62,94.73,6.15,6.81,0,,,
24.69,94.75,3.8,6.81,0,,,
24.62,95.22,4,6.81,0,,,
24.62,95.1,3.8,6.81,0,,,
24.62,95.11,3.9,6.82,0,,,
24.69,95.14,6.75,6.82,0,,,
24.62,95.14,4,6.82,0,,,
24.62,95.32,4,6.82,0,,,
24.62,95.3,3.9,6.82,0,,,
24.69,94.72,3.7,6.81,0,,,
24.62,95.35,4,6.81,0,,,
24.62,94.84,3.7,6.81,0,,,
24.69,94.74,4.95,6.81,0,,,
24.69,95.11,3.75,6.81,0,,,
24.69,95.08,4,6.81,0,,,
24.62,95.21,1.7,6.81,0,,,
24.69,95.11,3.95,6.81,0,,,
24.62,95.23,3.75,6.81,0,,,
24.62,96.14,3.95,6.81,0,,,
24.62,96.13,4,6.81,0,,,
24.62,96.01,3.9,6.8,0,,,
24.62,95.97,3.55,6.79,0,,,
24.62,95.78,4.5,6.8,0,,,
24.62,95.83,3.7,6.8,0,,,
24.62,96,3.65,6.8,0,,,
24.62,96.04,3.2,6.8,0,,,
24.62,96,3.85,6.8,0,,,
24.69,95.96,4,6.8,0,,,
24.62,96.32,3.8,6.81,0,,,
24.62,96.44,3.85,6.81,0,,,
24.69,95.36,3.9,6.81,0,,,
24.62,95.13,1.35,6.81,0,,,
24.62,95.06,3.85,6.81,0,,,
24.62,95.08,0.05,6.82,0,,,
24.62,95.09,3.35,6.82,0,,,
24.62,95.17,3.9,6.82,0,,,
24.62,95.13,3.9,6.82,0,,,
24.62,94.84,6.75,6.81,0,,,
24.62,94.9,3.5,6.82,0,,,
24.62,95.4,4,6.81,0,,,
24.62,94.79,4.1,6.82,0,,,
24.62,94.91,3.2,6.82,0,,,
24.62,94.84,2.4,6.81,0,,,
24.62,94.79,4,6.81,0,,,
24.62,95.08,3.75,6.81,0,,,
24.69,94.93,3.7,6.81,0,,,
24.62,95.01,3.95,6.82,0,,,
24.62,94.82,3.9,6.81,0,,,
24.62,93.91,3.55,6.81,0,,,
24.62,93.83,4,6.82,0,,,
24.69,93.81,2.6,6.82,0,,,
24.62,93.79,7.85,6.82,0,,,
24.62,93.8,0,6.82,0,,,
24.56,93.83,1.6,6.82,0,,,
24.62,93.76,3.85,6.82,0,,,
24.62,93.25,5.9,6.82,0,,,
24.62,93.17,3.7,6.82,0,,,
24.62,93.17,3.7,6.82,0,,,
24.69,93.19,3.25,6.82,0,,,
24.62,93.1,3.65,6.82,0,,,
24.62,94.3,3.6,6.82,0,,,
24.62,94.49,3.8,6.83,0,,,
24.62,94.49,4.05,6.83,0,,,
24.62,94.47,3.95,6.83,0,,,
24.62,94.46,3.55,6.83,0,,,
24.62,94.51,3.85,6.83,0,,,
24.62,94.59,3.65,6.83,0,,,
24.62,94.68,3.7,6.83,0,,,
24.62,94.63,4.45,6.83,0,,,
24.62,94.18,3.75,6.83,0,,,
24.62,94.28,3.85,6.84,0,,,
24.62,94.28,3.55,6.83,0,,,
24.62,94.31,3.95,6.83,0,,,
24.62,94.32,4,6.82,0,,,
24.69,94.17,4,6.83,0,,,
24.62,94.3,4,6.83,0,,,
24.62,93.44,7.1,6.82,0,,,
24.62,93.49,4,6.84,0,,,
24.62,93.47,6.65,6.83,0,,,
24.62,93.49,3.85,6.83,0,,,
24.62,93.53,3.85,6.83,0,,,
24.62,93.56,4.1,6.83,0,,,
24.62,93.57,4,6.83,0,,,
24.69,93.55,3.95,6.84,0,,,
24.62,93.66,3.95,6.83,0,,,
24.62,94.22,3.5,6.84,0,,,
24.62,92.8,4.4,6.82,0,,,
24.62,93.93,3.95,6.83,0,,,
24.62,93.97,3.3,6.83,0,,,
24.62,93.97,2.45,6.83,0,,,
24.62,94.04,2.3,6.83,0,,,
24.62,94.03,3.95,6.83,0,,,
24.69,94.3,3.7,6.83,0,,,
24.62,94.38,0,6.83,0,,,
24.62,94.46,4.05,6.82,0,,,
24.62,94.31,3.7,6.83,0,,,
24.62,94.37,1.2,6.83,0,,,
24.62,94.4,3.85,6.83,0,,,
24.62,94.42,3.75,6.83,0,,,
24.69,94.97,3.75,6.82,0,,,
24.62,94.93,2.7,6.82,0,,,
24.69,94.81,3.85,6.82,0,,,
24.62,94.86,3.75,6.82,0,,,
24.62,94.39,3.95,6.82,0,,,
24.62,93.88,8.15,6.82,0,,,
24.69,93.75,3.9,6.82,0,,,
24.62,94.57,3.75,6.82,0,,,
24.62,94.57,3.75,6.82,0,,,
24.69,94.65,3.9,6.82,0,,,
24.69,94.81,3.8,6.82,0,,,
24.62,94.47,3.7,6.82,0,,,
24.69,94.79,4.25,6.81,0,,,
24.62,94.73,4.5,6.81,0,,,
24.69,94.57,3.75,6.81,0,,,
24.69,94.53,3.85,6.81,0,,,
24.69,94.39,3.8,6.81,0,,,
24.69,95.96,3.85,6.82,0,,,
24.69,94.84,3.85,6.81,0,,,
24.69,94.85,4,6.81,0,,,
24.69,94.82,3.5,6.81,0,,,
24.69,94.74,3.95,6.81,0,,,
24.69,95.94,3.95,6.81,0,,,
24.69,95.79,4,6.81,0,,,
24.69,95.68,4,6.81,0,,,
24.69,95.59,3.8,6.81,0,,,
24.69,95.57,3.65,6.81,0,,,
24.69,95.49,3.65,6.81,0,,,
24.69,95.54,3.7,6.81,0,,,
24.69,94.98,0.8,6.81,0,,,
24.62,95.05,8.45,6.81,0,,,
24.62,94.3,0.25,6.81,0,,,
24.69,94.41,4,6.81,0,,,
24.69,94.37,3.5,6.82,0,,,
24.69,94.91,3.9,6.81,0,,,
24.69,95.28,3.65,6.82,0,,,
24.69,95.27,5.3,6.82,0,,,
24.69,95.36,3.75,6.81,0,,,
24.69,96,3.7,6.81,0,,,
24.69,95.94,3.95,6.81,0,,,
24.69,97.74,4,6.81,0,,,
24.69,98.07,3.5,6.81,0,,,
24.69,97.64,3.35,6.81,0,,,
24.69,97.77,3.95,6.81,0,,,
24.69,97.79,3.7,6.81,0,,,
24.69,97.86,3.85,6.82,0,,,
24.62,97.94,3.7,6.81,0,,,
24.62,97.84,5.6,6.81,0,,,
24.69,97.93,3.7,6.81,0,,,
24.69,97.88,4,6.81,0,,,
24.69,97.97,4,6.81,0,,,
24.69,98.02,4,6.81,0,,,
24.62,96.84,3.85,6.81,0,,,
24.69,96.7,3.9,6.81,0,,,
24.62,96.75,4,6.81,0,,,
24.62,97.26,3.8,6.81,0,,,
24.62,97.18,0,6.81,0,,,
24.69,97.15,0.7,6.81,0,,,
24.69,97.08,4,6.81,0,,,
24.69,97.62,4,6.81,0,,,
