Temperatura,TDS,Turbidez,PH,Clase
25.44,322.24,271.65,10.66,1
25.44,321.52,269.7,10.66,1
25.44,321.61,272.55,10.66,1
25.44,321.63,261.15,10.66,1
25.44,321.59,276.6,10.67,1
25.44,321.49,271.8,10.67,1
25.44,321.49,272.1,10.67,1
25.44,321.49,272.25,10.67,1
25.44,321.49,272.85,10.66,1
25.44,321.46,274.35,10.66,1
25.44,321.58,271.2,10.66,1
25.44,321.68,272.7,10.67,1
25.44,321.37,271.35,10.67,1
25.37,321.39,272.55,10.67,1
25.44,322.76,271.95,10.67,1
25.44,322.24,271.65,10.67,1
25.44,322.04,271.35,10.67,1
25.44,322.02,271.2,10.67,1
25.44,321.98,269.7,10.68,1
25.37,321.99,284.25,10.68,1
25.44,322.1,271.5,10.68,1
25.44,322.1,258.15,10.68,1
25.44,322.54,271.35,10.68,1
25.44,322.54,271.2,10.68,1
25.44,322.56,271.2,10.68,1
25.44,322.56,271.2,10.68,1
25.37,322.54,271.35,10.68,1
25.44,322.54,271.35,10.68,1
25.44,322.54,271.5,10.68,1
25.44,322.55,270.9,10.68,1
25.44,322.56,271.65,10.68,1
25.37,322.56,271.65,10.68,1
25.37,322.64,271.95,10.68,1
25.44,322.61,271.2,10.68,1
25.37,322.65,272.1,10.68,1
25.44,322.73,271.95,10.67,1
25.37,322.73,271.65,10.67,1
25.37,322.47,257.7,10.67,1
25.44,322.47,271.2,10.66,1
25.37,322.5,271.5,10.67,1
25.37,322.48,271.5,10.67,1
25.44,321.65,272.25,10.66,1
25.44,321.93,271.5,10.66,1
25.37,321.91,272.25,10.66,1
25.44,320.49,271.35,10.66,1
25.37,321,271.2,10.66,1
25.44,321.61,272.25,10.66,1
25.44,321.61,272.25,10.66,1
25.44,321.64,271.2,10.66,1
25.44,321.54,273.9,10.66,1
25.37,320.48,272.7,10.66,1
25.44,318.74,271.5,10.66,1
25.44,318.29,271.2,10.65,1
25.44,318.27,272.1,10.66,1
25.44,318.23,271.95,10.66,1
25.44,318.22,271.2,10.66,1
25.44,318.25,272.1,10.66,1
25.44,318.23,272.1,10.66,1
25.37,318.44,271.95,10.66,1
25.37,318.42,271.2,10.66,1
25.37,318.39,271.65,10.66,1
25.44,318.86,280.8,10.66,1
25.44,318.64,271.5,10.66,1
25.44,318.67,272.25,10.66,1
25.44,318.7,271.65,10.66,1
25.44,318.08,271.65,10.67,1
25.44,317.99,271.65,10.66,1
25.44,318.23,271.5,10.66,1
25.37,317.36,271.5,10.66,1
25.44,317.35,271.65,10.66,1
25.44,317.34,271.2,10.66,1
25.37,318.15,271.35,10.66,1
25.44,318.2,271.35,10.66,1
25.44,318.21,271.2,10.67,1
25.44,318.22,271.2,10.67,1
25.44,318.23,267.3,10.67,1
25.37,318.25,271.65,10.67,1
25.44,318.24,271.5,10.67,1
25.37,318.29,271.5,10.67,1
25.37,318.34,271.35,10.67,1
25.37,319.52,271.2,10.67,1
25.44,321.34,272.1,10.67,1
25.37,321.32,271.35,10.67,1
25.37,321.3,256.05,10.67,1
25.37,321.31,267.15,10.67,1
25.37,321.39,258.75,10.67,1
25.37,321.83,271.65,10.67,1
25.37,321.47,271.5,10.67,1
25.37,321.41,271.2,10.67,1
25.37,321.32,273.6,10.68,1
25.44,321.36,271.2,10.67,1
25.44,320.88,271.8,10.67,1
25.44,320.93,272.25,10.67,1
25.44,320.35,271.2,10.67,1
25.44,320.34,271.95,10.67,1
25.44,320.99,271.95,10.66,1
25.37,323.29,271.35,10.66,1
25.44,323.3,271.2,10.66,1
25.44,324.16,271.2,10.66,1
25.44,324.09,271.95,10.66,1
25.37,324.13,271.95,10.66,1
25.37,324.15,283.65,10.66,1
25.44,324.17,272.55,10.66,1
25.44,324.16,271.65,10.66,1
25.37,324.19,271.2,10.67,1
25.44,322.46,271.2,10.66,1
25.44,322.4,269.7,10.66,1
25.44,322.41,278.85,10.67,1
25.44,322.39,271.8,10.67,1
25.44,322.44,272.25,10.66,1
25.44,322.47,271.2,10.66,1
25.44,322.4,271.65,10.66,1
25.44,322.39,271.8,10.66,1
25.44,322.44,271.95,10.66,1
25.37,322.41,271.2,10.66,1
25.44,322.36,271.2,10.66,1
25.44,321.9,279.15,10.67,1
25.37,322.26,271.05,10.67,1
25.37,322.22,271.95,10.68,1
25.44,322.08,273.15,10.68,1
25.44,321.98,271.35,10.67,1
25.44,321.96,271.2,10.68,1
25.44,321.98,271.8,10.68,1
25.44,322.55,271.2,10.68,1
25.44,322.57,271.65,10.67,1
25.44,322.55,271.2,10.67,1
25.44,320.33,271.2,10.67,1
25.44,319.95,271.5,10.67,1
25.44,320.06,270.75,10.67,1
25.44,320.03,271.05,10.67,1
25.37,320.02,262.65,10.67,1
25.44,319.92,271.2,10.67,1
25.37,319.92,271.5,10.67,1
25.44,319.92,280.8,10.68,1
25.44,319.83,280.8,10.68,1
25.44,321.59,271.65,10.68,1
25.37,321.65,276,10.68,1
25.37,322.45,259.5,10.68,1
25.37,322.44,271.65,10.68,1
25.44,321.97,272.25,10.68,1
25.44,319.97,271.5,10.68,1
25.44,320,272.55,10.68,1
25.44,320.03,280.5,10.68,1
25.44,319.88,272.55,10.67,1
25.44,319.91,272.25,10.67,1
25.44,320.89,261.3,10.67,1
25.44,320.86,272.85,10.67,1
25.37,320.8,271.35,10.67,1
25.37,320.73,271.2,10.67,1
25.44,320.99,271.95,10.67,1
25.44,321.03,271.2,10.67,1
25.44,321.04,271.35,10.68,1
25.44,321.09,266.55,10.68,1
25.44,321.08,272.1,10.68,1
25.44,321.07,271.65,10.68,1
25.37,321.08,271.8,10.67,1
25.44,320.3,271.5,10.67,1
25.44,320.68,271.65,10.67,1
25.37,320.57,270.75,10.67,1
25.37,320.63,271.5,10.67,1
25.44,320.66,272.25,10.67,1
25.44,320.78,271.2,10.67,1
25.44,320.75,271.35,10.67,1
25.44,320.76,271.65,10.67,1
25.44,320.82,271.5,10.67,1
25.44,320.82,271.2,10.67,1
25.44,320.76,271.8,10.68,1
25.44,319.97,271.95,10.68,1
25.44,319.95,271.35,10.67,1
25.37,320.42,271.2,10.68,1
25.44,322.43,271.65,10.68,1
25.44,322.4,271.5,10.68,1
25.44,322.3,271.65,10.67,1
25.44,322.44,271.5,10.67,1
25.44,322.47,271.8,10.67,1
25.44,321.45,271.2,10.67,1
25.44,321.45,269.55,10.67,1
25.44,320.81,257.7,10.68,1
25.44,320.83,276.75,10.68,1
25.44,320.64,281.1,10.68,1
25.44,320.67,275.7,10.68,1
25.44,320.63,271.2,10.69,1
25.44,320.57,283.05,10.68,1
25.44,320.61,271.35,10.68,1
25.44,320.58,271.35,10.68,1
25.44,320.74,271.95,10.68,1
25.44,322.01,262.95,10.69,1
25.44,322.05,271.65,10.69,1
25.44,322.09,271.2,10.69,1
25.44,322.13,271.95,10.69,1
25.44,322.11,272.25,10.69,1
25.44,322.09,266.4,10.69,1
25.44,321.94,271.65,10.69,1
25.44,321.87,271.2,10.68,1
25.44,321.86,271.8,10.68,1
25.44,321.83,271.95,10.68,1
25.44,321.82,271.95,10.68,1
25.44,321.83,290.4,10.68,1
25.44,321.88,271.8,10.68,1
25.44,321.9,271.65,10.69,1
25.44,321.85,265.05,10.69,1
25.44,321.73,272.1,10.69,1
25.44,321.86,271.5,10.68,1
25.44,322.4,271.2,10.69,1
25.44,322.37,271.2,10.69,1
25.44,322.45,272.1,10.68,1
25.44,322.51,271.5,10.68,1
25.44,323.2,273,10.68,1
25.44,324.17,271.35,10.68,1
25.44,324.33,277.05,10.68,1
25.44,324.36,272.7,10.68,1
25.44,325.56,271.35,10.68,1
25.44,325.38,271.65,10.69,1
25.44,325.39,271.35,10.68,1
25.44,325.4,271.2,10.68,1
25.44,325.24,271.2,10.68,1
25.37,324.79,273.15,10.69,1
25.37,324.8,272.25,10.68,1
25.44,324.76,271.8,10.68,1
25.44,324.78,273.15,10.68,1
25.44,323.06,271.95,10.67,1
25.44,323.06,271.95,10.67,1
25.44,324.22,271.35,10.67,1
25.37,324.29,271.95,10.67,1
25.44,324.32,271.65,10.67,1
25.44,324.33,271.2,10.67,1
25.44,324.36,271.65,10.67,1
25.44,324.37,290.4,10.67,1
25.37,324.35,271.35,10.67,1
25.44,324.31,272.7,10.68,1
25.44,324.74,271.5,10.67,1
25.44,324.87,271.5,10.67,1
25.44,324.88,272.1,10.67,1
25.44,324.36,271.65,10.68,1
25.44,324.36,273.6,10.67,1
25.44,324.24,271.2,10.67,1
25.44,324.15,272.25,10.67,1
25.44,323.23,288.45,10.67,1
25.44,321.49,271.65,10.68,1
25.44,321.48,271.65,10.67,1
25.37,321.43,272.1,10.67,1
25.44,320.22,271.2,10.67,1
25.44,320.39,272.55,10.67,1
25.44,320.37,272.25,10.67,1
25.5,320.37,271.35,10.67,1
25.44,320.39,257.1,10.68,1
25.44,319.74,253.05,10.68,1
25.44,319.85,271.65,10.68,1
25.44,319.87,271.5,10.68,1
25.44,319.86,272.55,10.68,1
25.44,321.57,272.25,10.68,1
25.37,321.6,271.95,10.67,1
25.44,320.59,271.95,10.68,1
25.44,320.57,272.25,10.67,1
25.44,320.57,252,10.67,1
25.44,320.57,271.35,10.67,1
25.37,320.46,271.65,10.67,1
25.44,320.35,272.25,10.67,1
25.44,320.39,271.65,10.67,1
25.44,320.41,271.35,10.67,1
25.44,320.03,271.65,10.67,1
25.44,320.13,273.15,10.68,1
25.44,319.8,271.65,10.67,1
25.44,319.78,271.5,10.68,1
25.44,319.76,271.65,10.68,1
25.44,319.83,271.2,10.68,1
25.44,319.6,271.65,10.68,1
25.44,320.12,271.2,10.68,1
25.44,320.89,272.1,10.68,1
25.44,320.96,271.2,10.68,1
25.37,320.97,290.4,10.69,1
25.44,321.03,272.7,10.69,1
25.44,321.08,254.85,10.69,1
25.44,321.01,271.2,10.69,1
25.37,321.36,271.2,10.69,1
25.44,321.37,271.95,10.69,1
25.44,322.01,271.65,10.69,1
25.37,321.88,272.4,10.69,1
25.37,321.86,272.1,10.69,1
25.37,321.95,252.75,10.69,1
25.44,321.96,273.15,10.68,1
25.44,321.95,265.05,10.68,1
25.37,321.13,271.95,10.68,1
25.44,321.76,271.65,10.68,1
25.44,321.79,271.65,10.68,1
25.37,321.46,271.35,10.68,1
25.44,321.54,271.95,10.68,1
25.37,321.66,271.2,10.68,1
25.44,321.88,272.7,10.68,1
25.44,321.88,276.45,10.68,1
25.44,321.86,271.5,10.68,1
25.44,322.23,271.95,10.68,1
25.44,322.2,271.95,10.68,1
25.37,322.21,271.5,10.69,1
25.44,322.25,271.2,10.69,1
25.44,322.26,271.8,10.69,1
25.44,322.55,272.25,10.7,1
25.44,322.97,272.1,10.7,1
25.44,322.97,263.1,10.69,1
25.44,322.92,272.1,10.69,1
25.37,322.92,271.2,10.7,1
25.37,322.87,272.25,10.7,1
25.44,322.78,271.2,10.69,1
25.44,322.83,271.2,10.68,1
25.44,322.47,289.65,10.68,1
25.44,322.42,271.35,10.68,1
25.5,322.39,271.2,10.69,1
25.5,322.4,272.55,10.68,1
25.44,322.51,272.1,10.68,1
25.44,322.44,271.95,10.68,1
25.44,322.25,272.85,10.68,1
25.44,322.23,271.35,10.67,1
25.44,322.99,272.7,10.67,1
25.44,322.42,283.8,10.67,1
25.44,322.39,276,10.67,1
25.44,322.45,272.55,10.67,1
25.44,323.9,272.7,10.66,1
25.44,323.87,272.85,10.66,1
25.44,322.88,271.65,10.65,1
25.44,322.89,272.25,10.66,1
25.44,322.91,271.65,10.66,1
25.44,322.46,271.8,10.67,1
25.44,322.78,287.1,10.67,1
25.44,322.77,269.55,10.67,1
25.44,322.94,272.25,10.67,1
25.44,323.08,267.45,10.67,1
25.44,323.05,268.5,10.67,1
25.37,324.11,272.1,10.67,1
25.44,324.1,271.95,10.67,1
25.44,324.1,271.5,10.67,1
25.44,324.1,272.1,10.67,1
25.44,324.11,268.5,10.66,1
25.44,324.21,272.85,10.67,1
25.44,324.3,271.95,10.67,1
25.44,324.32,274.35,10.66,1
25.44,323.07,271.2,10.67,1
25.44,323.14,271.95,10.66,1
25.44,323.13,271.2,10.66,1
25.44,322.36,277.65,10.66,1
25.44,322.36,272.25,10.66,1
25.44,322.55,271.65,10.66,1
25.37,322.56,271.2,10.66,1
25.44,322.64,277.95,10.66,1
25.44,321.91,273.3,10.66,1
25.44,321.88,259.05,10.66,1
25.44,322.15,269.85,10.66,1
25.44,321.89,271.5,10.66,1
25.44,321.89,271.2,10.66,1
25.37,322.64,271.8,10.66,1
25.44,322.63,271.65,10.66,1
25.44,322.62,271.2,10.66,1
25.44,323.48,269.7,10.66,1
25.44,323.49,269.55,10.67,1
25.44,323.55,271.65,10.66,1
25.44,323.37,273,10.66,1
25.44,323.26,272.1,10.67,1
25.44,323.27,271.2,10.68,1
25.44,322.18,271.2,10.67,1
25.44,322.18,259.65,10.68,1
25.44,322.49,271.95,10.68,1
25.44,322.61,270.9,10.68,1
25.44,322.74,272.25,10.68,1
25.44,322.28,271.95,10.68,1
25.44,322.17,271.65,10.69,1
25.44,321.74,273.15,10.69,1
25.44,323.01,271.65,10.69,1
25.44,322.95,272.1,10.68,1
25.44,322.96,271.5,10.68,1
25.37,323.62,271.95,10.68,1
25.44,323.64,271.5,10.69,1
25.44,323.63,268.05,10.69,1
25.44,323.62,269.55,10.69,1
25.5,323.62,271.95,10.68,1
25.44,324.69,271.2,10.68,1
25.44,324.7,271.65,10.69,1
25.44,324.66,271.2,10.68,1
25.44,323.52,271.95,10.68,1
25.44,323.52,271.8,10.68,1
25.5,323.48,272.1,10.68,1
25.5,323.48,271.65,10.68,1
25.44,323.48,272.25,10.69,1
25.44,323.48,271.5,10.69,1
25.44,323.46,270.45,10.69,1
25.44,323.42,272.85,10.69,1
25.44,323.42,271.5,10.68,1
25.44,323.5,266.1,10.68,1
25.44,323.52,269.85,10.69,1
25.44,323.54,272.25,10.69,1
25.5,323.54,271.5,10.69,1
25.44,322,271.65,10.69,1
25.44,321.88,271.2,10.68,1
25.44,321.77,273.15,10.68,1
25.44,322.22,271.2,10.68,1
25.44,322.26,271.2,10.68,1
25.44,322.71,272.55,10.68,1
25.44,321.82,271.2,10.68,1
25.44,322.05,288.45,10.68,1
25.44,322.1,272.25,10.68,1
25.44,322.12,271.95,10.68,1
25.44,322.09,271.2,10.68,1
25.44,321.99,272.85,10.68,1
25.44,321.95,272.1,10.68,1
25.44,321.92,272.55,10.68,1
25.44,321.58,271.35,10.68,1
25.44,321.6,272.25,10.68,1
25.44,322.3,278.55,10.68,1
25.37,322.74,271.65,10.68,1
25.44,322.2,271.65,10.67,1
25.44,322.23,272.4,10.68,1
25.44,322.23,262.2,10.68,1
25.44,322.27,271.35,10.68,1
25.44,321.43,271.35,10.68,1
25.5,321.42,272.25,10.68,1
25.44,321.41,272.85,10.67,1
25.44,321.41,271.5,10.67,1
25.44,322.41,271.2,10.66,1
25.44,322.38,271.8,10.66,1
25.44,323.01,271.95,10.66,1
25.5,323.36,272.55,10.66,1
25.44,324.61,271.95,10.66,1
25.44,324.67,271.65,10.65,1
25.5,324.74,271.8,10.66,1
25.5,324.71,272.7,10.65,1
25.5,324.68,272.25,10.65,1
25.5,324.66,271.35,10.66,1
25.5,325.55,272.1,10.66,1
25.5,324.15,272.1,10.66,1
25.5,324.37,271.95,10.66,1
25.5,324.35,266.25,10.66,1
25.44,324.36,271.95,10.66,1
25.44,324.46,272.7,10.66,1
25.44,324.53,266.7,10.66,1
25.44,324.54,271.8,10.66,1
25.44,324.49,278.55,10.66,1
25.5,324.57,272.1,10.66,1
25.5,323.7,272.25,10.66,1
25.44,323.19,272.1,10.66,1
25.44,323.78,272.25,10.66,1
25.44,323.83,285.9,10.66,1
25.5,323.84,272.1,10.66,1
25.44,323.16,271.35,10.65,1
25.44,323.71,273.6,10.66,1
25.44,323.7,286.5,10.66,1
25.44,323.7,272.25,10.66,1
25.44,323.82,271.35,10.66,1
25.44,322.68,272.7,10.66,1
25.44,322.69,271.95,10.66,1
25.44,322,272.25,10.66,1
25.44,321.65,268.2,10.66,1
25.44,321.72,271.95,10.66,1
25.44,321.68,271.2,10.66,1
25.5,321.63,271.5,10.66,1
25.44,321.6,271.5,10.66,1
25.44,321.61,272.85,10.66,1
25.44,321.58,271.8,10.66,1
25.44,321.58,271.2,10.66,1
25.44,322.77,271.2,10.67,1
25.5,322.49,271.65,10.67,1
25.44,322.5,273.75,10.67,1
25.44,323.7,271.35,10.67,1
25.44,323.76,272.55,10.67,1
25.44,323.82,271.8,10.67,1
25.44,323.82,272.1,10.67,1
25.44,323.84,271.35,10.67,1
25.44,323.74,272.1,10.67,1
25.44,323.96,271.2,10.68,1
25.44,324.11,271.65,10.68,1
25.5,324.02,272.1,10.68,1
25.5,323.95,271.65,10.67,1
25.44,323.93,271.5,10.67,1
25.5,324.57,271.35,10.67,1
25.5,324.09,271.5,10.67,1
25.5,324.1,271.8,10.67,1
25.44,324.14,271.8,10.67,1
25.44,324.04,271.95,10.68,1
25.5,323.82,271.35,10.67,1
25.44,323.07,271.5,10.67,1
25.44,323.15,272.25,10.67,1
25.44,323.03,261.9,10.67,1
25.44,322.93,271.8,10.67,1
25.44,322.89,272.1,10.67,1
25.5,322.88,271.95,10.67,1
25.44,322.92,271.65,10.67,1
25.5,322.93,267.15,10.67,1
25.44,322.96,286.95,10.68,1
25.44,323.53,272.55,10.67,1
25.44,323.68,271.5,10.67,1
25.5,323.68,271.35,10.67,1
25.44,323.69,272.55,10.67,1
25.44,322.46,271.95,10.67,1
25.5,322.37,271.65,10.67,1
25.5,322.12,272.25,10.67,1
25.44,322.12,271.8,10.67,1
25.44,322.12,271.8,10.67,1
25.44,322.12,285.75,10.67,1
25.44,322.11,272.25,10.68,1
25.5,322,271.5,10.68,1
25.44,321.92,272.25,10.68,1
25.5,321.89,271.5,10.68,1
25.44,321.57,271.2,10.69,1
25.5,321.62,271.5,10.69,1
25.5,321.53,267,10.69,1
25.5,321.53,271.8,10.69,1
25.44,321.48,270.3,10.69,1
25.5,320.77,272.4,10.68,1
25.44,321,271.2,10.68,1
25.44,321.74,272.1,10.68,1
25.5,321.42,271.95,10.68,1
25.5,320.88,261.6,10.69,1
25.5,320.83,285.6,10.69,1
25.44,320.84,271.65,10.68,1
25.44,320.88,272.1,10.68,1
25.44,320.85,271.5,10.68,1
25.5,320.82,271.65,10.68,1
25.44,320.69,271.65,10.68,1
25.44,320.12,271.2,10.68,1
25.44,319.99,272.7,10.68,1
25.5,320,271.5,10.68,1
25.5,319.95,272.25,10.68,1
25.44,319.98,271.5,10.68,1
25.44,319.95,271.5,10.68,1
25.44,320.58,271.8,10.68,1
25.44,321.54,271.5,10.67,1
25.44,321.51,272.1,10.67,1
25.44,321.51,271.95,10.67,1
25.44,321.53,271.5,10.68,1
25.44,321.58,271.2,10.68,1
25.44,321.71,271.2,10.69,1
25.44,321.8,271.95,10.69,1
25.5,322.12,289.5,10.69,1
25.44,322.33,271.65,10.69,1
25.44,321.46,273.15,10.69,1
25.44,321.49,271.2,10.69,1
25.44,321.49,271.95,10.69,1
25.44,322.17,272.7,10.69,1
25.44,322.07,271.35,10.69,1
25.44,322.07,271.5,10.68,1
25.44,322.4,271.5,10.69,1
25.5,322.96,272.55,10.68,1
25.44,323,271.8,10.68,1
25.5,323,272.1,10.68,1
25.5,322.96,271.35,10.68,1
25.44,322.98,272.1,10.68,1
25.5,322.96,271.65,10.68,1
25.5,321.18,271.2,10.68,1
25.44,321.18,272.1,10.68,1
25.5,321.15,272.7,10.67,1
25.44,321.07,271.5,10.67,1
25.5,321.15,272.55,10.67,1
25.44,321.16,271.65,10.67,1
25.5,321.2,271.65,10.67,1
25.44,320.72,271.65,10.67,1
25.5,319.76,272.25,10.67,1
25.5,319.78,272.1,10.67,1
25.5,319.77,271.95,10.67,1
25.5,319.79,271.8,10.67,1
25.44,319.79,272.85,10.67,1
25.44,319.82,271.65,10.66,1
25.5,319.78,272.7,10.67,1
25.5,319.78,271.2,10.67,1
25.5,319.51,271.2,10.67,1
25.44,320.34,271.8,10.67,1
25.5,320.31,272.55,10.67,1
25.5,320.31,283.95,10.67,1
25.44,320.35,271.65,10.67,1
25.44,320.47,271.65,10.67,1
25.44,320.49,269.7,10.67,1
25.5,320.47,272.4,10.67,1
25.5,320.69,271.5,10.67,1
25.44,320.64,271.8,10.67,1
25.5,321.73,272.55,10.67,1
25.44,321.75,272.1,10.67,1
25.5,321.75,271.95,10.67,1
25.44,321.83,272.1,10.66,1
25.44,323.79,271.2,10.66,1
25.44,323.79,271.95,10.66,1
25.5,323.81,271.5,10.67,1
25.44,323.88,271.5,10.66,1
25.44,323.98,271.35,10.67,1
25.5,323.95,271.5,10.67,1
25.44,323.97,273.45,10.67,1
25.5,323.97,271.35,10.67,1
25.5,323.97,272.7,10.67,1
25.44,323.98,270.9,10.67,1
25.5,324.02,271.65,10.67,1
25.44,323.98,271.8,10.67,1
25.44,324.09,271.5,10.68,1
25.5,325.3,271.35,10.68,1
25.44,325.78,271.95,10.68,1
25.5,325.79,271.2,10.68,1
25.44,325.83,271.95,10.68,1
25.44,325.87,272.1,10.68,1
25.44,325.87,253.35,10.68,1
25.44,325.87,271.35,10.67,1
25.44,325.86,271.95,10.67,1
25.44,325.89,271.65,10.67,1
25.44,325.81,271.2,10.67,1
25.44,325.7,272.25,10.68,1
25.44,325.57,271.2,10.67,1
25.44,325.65,271.35,10.68,1
25.44,324.58,271.8,10.67,1
25.44,324.57,272.85,10.67,1
25.44,324.7,271.35,10.67,1
25.44,324.68,276.9,10.67,1
25.44,324.56,271.5,10.68,1
25.44,324.56,272.25,10.68,1
25.44,324.54,271.95,10.67,1
25.44,324.54,271.2,10.67,1
25.44,324.39,272.25,10.67,1
25.44,324.27,271.35,10.67,1
25.44,324.25,271.5,10.67,1
25.44,323.64,267.75,10.68,1
25.44,323.64,263.55,10.68,1
25.44,324.21,272.55,10.68,1
25.44,325.6,271.95,10.67,1
25.44,326.58,271.65,10.67,1
25.44,326.43,271.2,10.67,1
25.44,325.16,272.25,10.67,1
25.44,324.69,271.2,10.67,1
25.44,324.67,272.25,10.67,1
25.44,324.66,278.7,10.67,1
25.44,324.65,271.2,10.67,1
25.44,325.15,271.65,10.67,1
25.44,325.17,272.1,10.68,1
25.44,325.16,271.2,10.67,1
25.44,325.1,271.8,10.67,1
25.44,325.16,272.1,10.67,1
25.44,325.27,271.35,10.67,1
25.44,325.27,282.75,10.67,1
25.44,326.45,265.95,10.67,1
25.44,326.41,271.5,10.68,1
25.5,326.41,271.95,10.67,1
25.44,326.29,271.2,10.67,1
25.44,326.22,272.1,10.68,1
25.44,326.27,272.25,10.67,1
25.44,326.29,272.1,10.68,1
25.44,326.29,271.35,10.67,1
25.44,326.34,276.45,10.67,1
25.44,326.35,277.05,10.67,1
25.5,326.7,271.8,10.67,1
25.5,325.98,272.25,10.68,1
25.5,326.59,271.35,10.67,1
25.44,326.62,271.95,10.67,1
25.44,326.04,272.25,10.67,1
25.44,324.62,270.75,10.67,1
25.44,323.65,271.95,10.67,1
25.44,323.05,271.95,10.67,1
25.44,323.29,271.95,10.67,1
25.44,323.33,263.7,10.67,1
25.44,323.35,272.55,10.67,1
25.44,323.31,271.95,10.67,1
25.5,323.41,271.5,10.67,1
25.5,322.94,271.2,10.67,1
25.44,322.88,285.75,10.67,1
25.5,322.89,269.1,10.67,1
25.44,322.93,271.95,10.67,1
25.5,322.93,271.8,10.67,1
25.44,322.94,271.8,10.67,1
25.44,324.67,271.65,10.67,1
25.44,324.42,271.05,10.67,1
25.5,322.51,271.5,10.67,1
25.44,322.49,272.25,10.67,1
25.5,322.48,271.5,10.66,1
25.5,322.52,271.5,10.67,1
25.44,322.53,272.55,10.67,1
25.44,322.6,270.75,10.66,1
25.44,322.61,271.5,10.66,1
25.44,322.56,271.2,10.66,1
25.44,322.51,271.65,10.66,1
25.5,322.29,271.2,10.65,1
25.44,323.01,271.95,10.65,1
25.44,323.05,271.95,10.65,1
25.5,323.02,271.65,10.65,1
25.5,323.01,271.8,10.64,1
25.5,323.02,271.2,10.64,1
25.44,323.7,271.65,10.64,1
25.5,324.3,271.2,10.64,1
25.5,324.04,271.35,10.64,1
25.5,324.05,272.85,10.64,1
25.5,324.05,257.7,10.65,1
25.5,324.09,280.8,10.64,1
25.5,324.04,271.65,10.64,1
25.44,324.01,277.8,10.64,1
25.44,323.05,280.05,10.64,1
25.44,323.21,275.55,10.64,1
25.44,323.19,271.5,10.65,1
25.44,323.2,272.1,10.65,1
25.44,323.5,271.8,10.65,1
25.44,321.75,272.85,10.65,1
25.44,320.83,271.2,10.65,1
25.5,322.76,273.15,10.65,1
25.5,322.8,271.95,10.65,1
25.5,323.59,271.8,10.65,1
25.44,323.87,276.6,10.65,1
25.5,323.36,271.95,10.65,1
25.44,323.28,272.55,10.65,1
25.5,323.3,271.35,10.65,1
25.5,323.35,271.2,10.66,1
25.44,323.41,271.5,10.66,1
25.5,323.47,281.1,10.66,1
25.5,322.83,268.5,10.66,1
25.44,322.46,271.2,10.65,1
25.5,322.69,271.8,10.65,1
25.5,322.94,272.25,10.65,1
25.5,322.93,271.5,10.65,1
25.5,323.04,271.8,10.66,1
25.44,323.04,261.75,10.66,1
25.5,323.12,274.2,10.66,1
25.44,323.09,271.8,10.66,1
25.5,323.06,271.5,10.67,1
25.5,322.77,271.35,10.67,1
25.44,322.9,272.7,10.67,1
25.44,323.9,272.7,11.67,1
25.5,323.93,271.95,10.67,1
25.44,323.76,272.55,10.67,1
25.5,323.74,273.45,10.67,1
25.44,323.73,271.95,10.67,1
25.44,323.47,271.2,10.67,1
25.44,323.48,276,10.67,1
25.44,323.46,273.9,10.67,1
25.5,323.46,271.35,10.67,1
25.5,324.58,271.65,10.67,1
25.5,323.77,272.7,10.68,1
25.44,323.49,272.1,10.68,1
25.5,324.04,271.5,10.68,1
25.5,324.02,278.1,10.68,1
25.44,323.99,272.55,10.68,1
25.5,323.98,272.55,10.67,1
25.5,323.96,271.2,10.67,1
25.5,324.31,271.2,10.67,1
25.5,324.94,271.8,10.67,1
25.5,325.28,252.6,10.67,1
25.44,325.06,271.5,10.67,1
25.5,324.81,271.65,10.67,1
25.44,324.84,271.5,10.67,1
25.44,324.11,271.95,10.67,1
25.44,324.12,272.4,10.67,1
25.5,324.08,272.7,10.67,1
25.44,324.06,280.95,10.67,1
25.5,324.79,271.5,10.67,1
25.44,325.06,261.45,10.67,1
25.5,324.9,271.35,10.67,1
25.5,324.83,271.65,10.67,1
25.5,324.84,271.65,10.68,1
25.44,324.84,272.55,10.67,1
25.5,324.86,283.2,10.67,1
25.5,324.84,271.65,10.67,1
25.44,325.44,272.25,10.68,1
25.44,325.53,271.2,10.68,1
25.5,326.29,271.2,10.67,1
25.5,326.88,271.5,10.67,1
25.5,325.76,272.85,10.67,1
25.5,325.74,271.5,10.67,1
25.5,325.74,271.35,10.67,1
25.5,325.71,271.5,10.67,1
25.5,325.73,271.2,10.67,1
25.44,325.73,271.8,10.68,1
25.5,325.7,271.8,10.67,1
25.5,325.72,271.65,10.67,1
25.44,325.34,271.2,10.66,1
25.44,325.34,273.15,10.67,1
25.5,325.39,283.2,10.67,1
25.5,325.38,271.5,10.67,1
25.5,325.38,271.95,10.66,1
25.5,325.4,271.95,10.67,1
25.44,325.11,271.95,10.67,1
25.44,325.1,271.65,10.67,1
25.44,325.35,271.65,10.67,1
25.44,325.34,271.35,10.67,1
25.5,324.7,271.35,10.67,1
25.5,324.7,276.75,10.67,1
25.44,324.7,271.65,10.67,1
25.44,324.77,271.65,10.67,1
25.5,324.36,272.1,10.67,1
25.44,324.25,272.55,10.67,1
25.5,325.31,271.95,10.67,1
25.5,325.3,272.4,10.67,1
25.5,324.72,271.65,10.67,1
